2.818791946308724761e+00,-2.213553383349303161e+01,-6.217513995314859443e+01
2.852348993288590595e+00,-2.410139954816167318e+01,-5.476836143104803512e+01
2.885906040268456429e+00,-2.580792904509630503e+01,-4.680534379408437218e+01
2.919463087248322264e+00,-2.723765770110530227e+01,-3.837042470612844625e+01
2.953020134228188098e+00,-2.837650037410796600e+01,-2.955183516409352151e+01
2.986577181208053489e+00,-2.921375140313449847e+01,-2.044169949793531416e+01
3.020134228187919323e+00,-2.974208460832607059e+01,-1.113603537065159088e+01
3.053691275167785157e+00,-2.995758376004767243e+01,-1.734326581395127409e+00
3.087248322147650992e+00,-2.986012908990622350e+01,7.682099200571945730e+00
3.120805369127516826e+00,-2.944950916907318472e+01,1.702773431978456387e+01
3.154362416107382661e+00,-2.872777767487287193e+01,2.620878877427142939e+01
3.187919463087248495e+00,-2.770056956929701641e+01,3.513346558374827566e+01
3.221476510067113885e+00,-2.637710109900480049e+01,4.371196078961780529e+01
3.255033557046979720e+00,-2.477016979532275798e+01,5.185646345497002585e+01
3.288590604026845554e+00,-2.289615447424490924e+01,5.948115566458167081e+01
3.322147651006711389e+00,-2.077501523643266523e+01,6.650221252491662938e+01
3.355704697986577223e+00,-1.843029346721487371e+01,7.283780216412584707e+01
3.389261744966443057e+00,-1.588886240263022209e+01,7.840905773627157771e+01
3.422818791946308892e+00,-1.317528747835005554e+01,8.315795803682951259e+01
3.456375838926174726e+00,-1.031796481074390393e+01,8.701856055839532189e+01
3.489932885906040116e+00,-7.348092252556264192e+00,8.993116862143786250e+01
3.523489932885905951e+00,-4.297580550458685700e+00,9.185206768169324221e+01
3.557046979865771785e+00,-1.199053345049981401e+00,9.275352533016453549e+01
3.590604026845637620e+00,1.914152829143896284e+00,9.262379129312206771e+01
3.624161073825503454e+00,5.007988543669840809e+00,9.146709743210324461e+01
3.657718120805369288e+00,8.047691476147587508e+00,8.930365774391259492e+01
3.691275167785235123e+00,1.099778641026970583e+01,8.616966836062178459e+01
3.724832214765100513e+00,1.382481328222170447e+01,8.211317914754700098e+01
3.758389261744966348e+00,1.650211683965557796e+01,7.718156381232664387e+01
3.791946308724832182e+00,1.899986730422727632e+01,7.143430324457574443e+01
3.825503355704698016e+00,2.129088334594533194e+01,6.493814677098561106e+01
3.859060402684563851e+00,2.335106767668106187e+01,5.776658671121063549e+01
3.892617449664429685e+00,2.515940705016859624e+01,4.999985837786824305e+01
3.926174496644295520e+00,2.669797226200485341e+01,4.172494007653889270e+01
3.959731543624160910e+00,2.795191814964955412e+01,3.303555310576618353e+01
3.993288590604026744e+00,2.890948359242525356e+01,2.403216175705643920e+01
4.026845637583893023e+00,2.956287041995456022e+01,1.481131368526567904e+01
4.060402684563758413e+00,2.990692037195170982e+01,5.447473701616931230e+00
4.093959731543623803e+00,2.993617467866575410e+01,-3.969564473026952811e+00
4.127516778523490082e+00,2.964869648276657088e+01,-1.334925451942955732e+01
4.161073825503355472e+00,2.904621494181925456e+01,-2.260131190051923156e+01
4.194630872483221751e+00,2.813412522828406281e+01,-3.163571386139084396e+01
4.228187919463087141e+00,2.692148852951653382e+01,-4.036269942930380950e+01
4.261744966442953420e+00,2.542103204776729086e+01,-4.869276941368397615e+01
4.295302013422818810e+00,2.364914900018229815e+01,-5.653668640612183793e+01
4.328859060402684200e+00,2.162589861880262276e+01,-6.380547478037403408e+01
4.362416107382550479e+00,1.937187181439958295e+01,-7.042403974603966788e+01
4.395973154362415869e+00,1.690847951646529879e+01,-7.631679424663464317e+01
4.429530201342282147e+00,1.426169966257725541e+01,-8.140076295529134143e+01
4.463087248322147538e+00,1.145922609128378333e+01,-8.560662716143147577e+01
4.496644295302013816e+00,8.530464166241339186e+00,-8.887874946015918454e+01
4.530201342281879207e+00,5.506530776215086576e+00,-9.117517375226016441e+01
4.563758389261744597e+00,2.420254335078373842e+00,-9.246762524420230989e+01
4.597315436241610875e+00,-6.938252181870551150e-01,-9.274151044813534384e+01
4.630872483221476266e+00,-3.799456419490804038e+00,-9.199591718189095957e+01
4.664429530201342544e+00,-6.860943792356383852e+00,-9.024407671553242949e+01
4.697986577181207934e+00,-9.848297532547960031e+00,-8.751123697447204108e+01
4.731543624161074213e+00,-1.272753661785819901e+01,-8.382991879714676031e+01
4.765100671140939603e+00,-1.546662669230140708e+01,-7.924306156768041376e+01
4.798657718120804994e+00,-1.803606856864035990e+01,-7.380424296699403897e+01
4.832214765100671272e+00,-2.040889822838604317e+01,-6.757767897280621128e+01
4.865771812080536662e+00,-2.256068682179748563e+01,-6.063822385963361938e+01
4.899328859060402941e+00,-2.446954066788221027e+01,-5.307137019878981476e+01
4.932885906040268331e+00,-2.611610125439572627e+01,-4.497324885838674646e+01
4.966442953020134610e+00,-2.748356527926411630e+01,-3.644998120717337287e+01
5.000000000000000000e+00,-2.855879825133159500e+01,-2.758182789606233953e+01
